contract_number;card_type;plastic_status;virtual_status;credit_limit;workflow_type;created_at;acquisition_channel;company_type;business_dni_type;business_website;business_foundation_year;city;department;bureau_score;banked_type1;banked_type2;hard_credit_check;number_saving_accounts;number_saving_accounts_alert;bureau_debt;bureau_debt_default;number_current_loans;number_current_loans_default;sherlock_anomaly;sherlock_distrust;sherlock_operator;sherlock_reactivate;sherlock_banked;sherlock_collection;emailage_eascore;lc_judicial_proceedings_against;number_shareholders;os;economic_activity_group;number_employees;mora_ultimos_6meses;moroso
169;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;3/11/21 10:41;REFERRER;SAS;NIT;no tiene;2018;Medellín;Antioquia;644;1;1;2;3;0;0;0;0;0;0.72;0.3;claro;FALSE;0;0;679;0;2;Windows;MANUFACTURA;31;5;0
176;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;FAMILY_AND_FRIENDS;5/11/21 8:47;CREDIT_PROFESSIONAL_CONTACT;SAS;NIT;no tiene;2016;Envigado;Antioquia;675;1;1;1;2;0;0;0;0;0;0.63;0.62;claro;FALSE;0;0;361;0;3;Windows;SERVICIOS;64;0;0
173;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;4/11/21 11:10;COMMUNICATION_MEDIA;SAS;NIT;tiene;2015;Chía;Cundinamarca;546;1;1;2;2;0;0;0;0;0;0.67;0.28;claro;FALSE;0;0;615;0;1;Windows;SERVICIOS;74;5;0
196;BUSINESS;CANCELED;CANCELED;5000000;FAMILY_AND_FRIENDS;9/11/21 16:51;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Bogotá;Bogotá;618;0;0;3;1;0;0;0;0;0;0.59;0.56;claro;FALSE;0;0;724;0;1;Windows;SERVICIOS;23;365;1
256;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;20000000;CURRENT_CUSTOMER;13/11/21 10:58;GOOGLE_SEARCH;SAS;NIT;tiene;2020;Medellín;Antioquia;629;0;0;1;2;0;45067;0;1;0;0.73;0.5;claro;FALSE;0;0;575;0;1;Windows;COMERCIO;11;75;1
228;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;18/11/21 10:21;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Medellín;Antioquia;644;1;1;1;2;0;0;0;0;0;0.29;0.68;claro;FALSE;0;0;407;0;2;Windows;MANUFACTURA;71;0;0
194;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;9/11/21 16:26;COMMERCIAL_ALLY;SAS;NIT;tiene;2017;Bogotá;Bogotá;634;0;0;2;3;0;0;0;0;0;0.53;0.45;claro;FALSE;0;0;726;0;1;Windows;SERVICIOS;39;21;1
197;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;9/11/21 18:24;EVENTS;SAS;NIT;no tiene;2014;Pereira;Risaralda;727;1;1;3;3;0;0;0;0;0;0.28;0.48;claro;FALSE;0;0;679;0;2;Windows;SERVICIOS;65;14;0
210;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;15/11/21 19:39;REFERRER;SAS;NIT;no tiene;2014;Medellín;Antioquia;674;1;1;2;3;0;0;0;0;0;0.7;0.34;claro;FALSE;0;0;466;0;1;Windows;SERVICIOS;52;1;0
189;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;9/11/21 8:48;INTERNET;SAS;NIT;tiene;2016;Bogotá;Bogotá;691;1;1;2;3;0;0;0;0;0;0.65;0.36;claro;FALSE;0;0;487;0;2;Windows;SERVICIOS;14;1;0
171;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;3/11/21 21:38;SOCIAL_NETWORKS;SAS;NIT;tiene;2018;Medellín;Antioquia;636;1;1;2;1;0;0;0;0;0;0.38;0.46;claro;FALSE;0;0;636;0;1;Windows;SERVICIOS;32;6;0
203;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;11/11/21 12:30;REFERRER;SAS;NIT;no tiene;2014;Bogotá;Bogotá;729;0;0;1;2;0;0;0;0;0;0.29;0.46;claro;FALSE;0;0;390;0;4;Windows;SERVICIOS;26;16;1
216;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;13/11/21 16:49;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2016;Medellín;Antioquia;818;1;1;3;1;0;0;0;0;0;0.72;0.55;claro;FALSE;0;0;732;0;3;Windows;SERVICIOS;55;6;0
206;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;12/11/21 10:08;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2014;Bogotá;Bogotá;741;1;1;1;8;0;835476;0;19;0;0.68;0.39;claro;FALSE;0;0;706;0;4;Windows;MANUFACTURA;87;11;0
193;BUSINESS;CANCELED;CANCELED;2000000;FAMILY_AND_FRIENDS;9/11/21 12:48;INTERNET;SAS;NIT;tiene;2019;Sabaneta;Antioquia;762;0;0;3;2;0;0;0;0;0;0.26;0.43;claro;FALSE;0;0;472;0;1;Windows;SERVICIOS;29;243;1
213;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;12/11/21 12:42;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Bogotá;Bogotá;735;1;1;1;1;0;0;0;0;0;0.74;0.52;claro;FALSE;0;0;657;0;2;Windows;SERVICIOS;41;8;0
218;BUSINESS;ACTIVE;ACTIVE;5000000;CURRENT_CUSTOMER;14/11/21 22:31;INTERNET;SAS;NIT;tiene;2019;Barranquilla;Atlántico;637;1;0;6;3;0;68230;0;6;0;0.34;0.31;claro;FALSE;0;0;283;0;1;Windows;COMERCIO;4;0;0
214;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;7/11/21 8:17;INTERNET;SAS;NIT;tiene;2021;Bogotá;Bogotá;783;1;1;1;1;0;0;0;0;0;0.75;0.67;claro;FALSE;0;0;622;0;1;Windows;SERVICIOS;42;7;0
201;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;3/11/21 12:41;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Bogotá;Bogotá;712;1;1;3;3;0;0;0;0;0;0.33;0.45;claro;FALSE;0;0;270;0;3;Windows;SERVICIOS;66;0;0
220;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;3/11/21 17:19;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Medellín;Antioquia;570;1;1;3;3;0;0;0;0;0;0.5;0.57;claro;FALSE;0;0;339;0;2;Windows;MANUFACTURA;48;7;0
227;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;5000000;FAMILY_AND_FRIENDS;18/11/21 10:54;INTERNET;SAS;NIT;tiene;2015;Envigado;Antioquia;708;0;0;1;3;0;0;0;0;0;0.34;0.48;claro;FALSE;0;0;256;0;2;Windows;SERVICIOS;43;230;1
211;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;16/11/21 11:14;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Medellín;Antioquia;674;0;0;3;1;0;0;0;0;0;0.37;0.48;claro;FALSE;0;0;659;0;2;Windows;SERVICIOS;25;51;1
217;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;12/11/21 16:31;REFERRER;SAS;NIT;no tiene;2017;Envigado;Antioquia;639;1;1;2;3;0;0;0;0;0;0.37;0.67;claro;FALSE;0;0;445;0;2;Windows;SERVICIOS;43;7;0
191;BUSINESS;ACTIVE;ACTIVE;12000000;FAMILY_AND_FRIENDS;4/11/21 10:36;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2014;Medellín;Antioquia;569;1;1;3;1;0;0;0;0;0;0.28;0.73;claro;FALSE;0;0;305;0;2;Windows;SERVICIOS;20;0;0
219;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;16/11/21 16:08;INTERNET;SAS;NIT;tiene;2019;Envigado;Antioquia;626;0;0;1;1;0;0;0;0;0;0.66;0.25;claro;FALSE;0;0;719;0;1;Windows;SERVICIOS;59;49;1
231;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;11/11/21 14:40;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Bogotá;Bogotá;649;1;1;3;2;0;0;0;0;0;0.26;0.52;claro;FALSE;0;0;310;0;1;Windows;COMERCIO;17;11;0
241;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;18/11/21 16:49;SOCIAL_NETWORKS;SAS;NIT;no tiene;2018;Sabaneta;Antioquia;795;1;1;1;3;0;0;0;0;0;0.6;0.73;claro;FALSE;0;0;452;0;1;Windows;SERVICIOS;44;0;0
244;BUSINESS;ACTIVE;ACTIVE;2000000;CURRENT_CUSTOMER;18/11/21 19:10;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2020;Barranquilla;Atlántico;623;1;1;2;2;0;0;0;0;0;0.65;0.37;claro;FALSE;0;0;321;0;2;Windows;MANUFACTURA;52;5;0
236;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;18/11/21 20:21;COMMERCIAL_ALLY;SAS;NIT;tiene;2017;Bogotá;Bogotá;642;1;0;1;1;0;33086;0;1;0;0.42;0.53;claro;FALSE;0;0;570;0;1;Windows;SERVICIOS;3;5;0
233;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;18/11/21 17:11;INTERNET;SAS;NIT;tiene;2018;Barranquilla;Atlántico;642;1;0;1;1;0;32481;0;2;0;0.57;0.42;claro;FALSE;0;0;454;0;1;Windows;SERVICIOS;3;7;0
248;BUSINESS;CANCELED;CANCELED;10000000;CURRENT_CUSTOMER;18/11/21 19:17;INTERNET;SAS;NIT;tiene;2017;Cartagena de indias;Bolívar;632;1;0;1;1;0;22906;0;1;0;0.31;0.54;claro;FALSE;0;0;262;0;2;Windows;SERVICIOS;3;212;1
258;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;18/11/21 17:16;SPECIALIZED_ARTICLE;SAS;NIT;tiene;2014;Bogotá;Bogotá;738;1;0;1;3;0;23287;0;4;0;0.41;0.39;claro;FALSE;0;0;607;0;1;Windows;MANUFACTURA;37;6;0
221;BUSINESS;LOST;LOST;30000000;CURRENT_CUSTOMER;17/11/21 12:27;REFERRER;SAS;NIT;no tiene;2014;Bogotá;Bogotá;680;1;1;3;2;0;27808;0;2;0;0.26;0.48;claro;FALSE;0;0;603;0;1;Windows;MANUFACTURA;10;33;1
232;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;5000000;FAMILY_AND_FRIENDS;18/11/21 14:40;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2020;Bogotá;Bogotá;547;0;0;3;3;0;0;0;0;0;0.35;0.28;claro;FALSE;0;0;599;0;1;Windows;SERVICIOS;37;0;0
234;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;18/11/21 18:02;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Bogotá;Bogotá;608;0;0;2;1;0;22740;0;2;0;0.31;0.33;claro;FALSE;0;0;613;0;1;Windows;COMERCIO;1;0;0
267;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;18/11/21 15:40;CREDIT_PROFESSIONAL_CONTACT;SAS;NIT;tiene;2011;Medellín;Antioquia;557;1;1;3;1;0;0;0;0;0;0.46;0.57;claro;FALSE;0;0;347;0;1;Windows;SERVICIOS;73;13;0
425;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;18/11/21 17:50;COMMERCIAL_ALLY;SAS;NIT;tiene;2020;Bogotá;Bogotá;574;1;1;1;3;0;270646;0;4;0;0.46;0.55;claro;FALSE;0;0;631;0;1;Windows;SERVICIOS;4;5;0
417;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;18/11/21 16:55;COMMERCIAL_ALLY;SAS;NIT;tiene;2019;Bogotá;Bogotá;592;1;0;1;2;0;43637;0;3;0;0.73;0.42;claro;FALSE;0;0;274;0;2;Windows;MANUFACTURA;9;3;0
222;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;17/11/21 14:26;INTERNET;LTDA;NIT;no tiene;2013;Barranquilla;Atlántico;751;1;0;2;5;0;16544;0;2;0;0.47;0.3;claro;FALSE;0;0;718;0;3;Windows;MANUFACTURA;3;4;0
245;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;30000000;CURRENT_CUSTOMER;18/11/21 18:49;INTERNET;SAS;NIT;tiene;2011;Bogotá;Bogotá;675;1;0;2;1;0;32521;0;3;0;0.25;0.68;claro;FALSE;0;0;474;0;1;Windows;SERVICIOS;3;49;1
230;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;18/11/21 14:28;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Medellín;Antioquia;648;0;0;3;2;0;0;0;0;0;0.69;0.46;claro;FALSE;0;0;711;0;5;Windows;SERVICIOS;63;36;1
221;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;17/11/21 12:27;REFERRER;SAS;NIT;no tiene;2014;Bogotá;Bogotá;680;1;1;3;2;0;27808;0;2;0;0.37;0.68;claro;FALSE;0;0;305;0;1;Windows;MANUFACTURA;10;33;1
159;BUSINESS;LOST;LOST;2000000;FAMILY_AND_FRIENDS;2/11/21 11:10;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Medellín;Antioquia;730;0;0;1;1;0;0;0;0;0;0.46;0.5;claro;FALSE;0;0;473;0;1;Windows;MANUFACTURA;35;212;1
164;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;3/11/21 14:26;SOCIAL_NETWORKS;SAS;NIT;tiene;2010;Barranquilla;Atlántico;733;1;1;2;2;0;0;0;0;0;0.59;0.53;claro;FALSE;0;0;596;0;1;Windows;COMERCIO;40;0;0
237;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;10000000;CURRENT_CUSTOMER;18/11/21 18:28;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2018;Bogotá;Bogotá;611;1;0;2;2;0;24086;0;1;0;0.38;0.41;claro;FALSE;0;0;520;0;2;Windows;SERVICIOS;9;80;1
229;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;10000000;FAMILY_AND_FRIENDS;18/11/21 14:04;SOCIAL_NETWORKS;SAS;NIT;tiene;2018;Medellín;Antioquia;692;0;0;2;2;0;0;0;0;0;0.63;0.7;claro;FALSE;0;0;291;0;2;Windows;MANUFACTURA;24;35;1
230;BUSINESS;FRAUDULENT;FRAUDULENT;2000000;FAMILY_AND_FRIENDS;18/11/21 14:28;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Medellín;Antioquia;592;0;0;3;1;0;0;0;0;0;0.36;0.26;claro;FALSE;0;0;261;0;5;Windows;SERVICIOS;67;36;1
159;BUSINESS;CANCELED;CANCELED;5000000;FAMILY_AND_FRIENDS;2/11/21 11:10;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Medellín;Antioquia;727;0;0;1;1;0;0;0;0;0;0.57;0.42;claro;FALSE;0;0;424;0;1;Windows;MANUFACTURA;11;212;1
276;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;5/11/21 14:04;INTERNET;SAS;NIT;tiene;2020;Bucaramanga;Santander;693;0;0;1;1;0;0;0;0;0;0.7;0.63;claro;FALSE;0;0;386;0;2;Windows;SERVICIOS;40;36;1
215;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;12/11/21 12:12;INTERNET;SAS;NIT;tiene;2020;Medellín;Antioquia;585;1;1;1;2;0;0;0;0;0;0.67;0.45;claro;FALSE;0;0;636;0;1;Windows;MANUFACTURA;44;12;0
224;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;20000000;CURRENT_CUSTOMER;17/11/21 15:38;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2017;Bogotá;Bogotá;620;1;1;1;2;0;210665;0;6;0;0.48;0.59;claro;FALSE;0;0;309;0;1;Windows;SERVICIOS;30;46;1
256;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;30000000;CURRENT_CUSTOMER;13/11/21 10:58;GOOGLE_SEARCH;SAS;NIT;tiene;2020;Medellín;Antioquia;629;0;0;1;2;0;45067;0;1;0;0.52;0.57;claro;FALSE;0;0;428;0;1;Windows;COMERCIO;30;75;1
452;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;CURRENT_CUSTOMER;26/11/21 20:48;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;635;1;0;3;2;0;145877;0;18;0;0.67;0.6;claro;FALSE;0;0;259;0;1;Windows;SERVICIOS;22;16;1
242;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;19/11/21 10:42;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2021;Cali;Valle del cauca;616;0;0;3;3;0;0;0;0;0;0.74;0.59;claro;FALSE;0;0;632;0;1;Windows;SERVICIOS;53;152;1
249;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;30000000;CURRENT_CUSTOMER;20/11/21 0:20;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2013;Bogotá;Bogotá;680;1;0;1;3;0;98563;0;1;0;0.4;0.73;claro;FALSE;0;0;270;0;1;Windows;SERVICIOS;1;12;0
257;BUSINESS;LOST;LOST;5000000;CURRENT_CUSTOMER;19/11/21 8:00;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Bogotá;Bogotá;622;1;1;1;2;0;127409;0;5;0;0.52;0.4;claro;FALSE;0;0;310;0;1;Windows;COMERCIO;16;11;0
262;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;22/11/21 21:56;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2020;Medellín;Antioquia;828;0;0;1;1;0;0;0;0;0;0.5;0.27;claro;FALSE;0;0;378;0;1;Windows;MANUFACTURA;54;22;1
263;BUSINESS;ACTIVE;ACTIVE;2000000;CURRENT_CUSTOMER;22/11/21 16:54;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2015;Bogotá;Bogotá;624;1;0;4;2;0;229994;0;10;0;0.59;0.71;claro;FALSE;0;0;290;0;2;Windows;SERVICIOS;13;3;0
250;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;20/11/21 16:55;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;624;1;1;2;3;0;0;0;0;0;0.32;0.31;claro;FALSE;0;0;717;0;2;Windows;COMERCIO;72;1;0
259;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;22/11/21 15:08;INTERNET;SAS;NIT;tiene;2019;Medellín;Antioquia;642;1;0;2;1;0;24684;0;1;0;0.31;0.73;claro;FALSE;0;0;550;0;3;Windows;SERVICIOS;1;0;0
251;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;30000000;CURRENT_CUSTOMER;20/11/21 20:08;COMMERCIAL_ALLY;SAS;NIT;tiene;2010;Copacabana;Antioquia;656;1;0;1;1;0;44794;0;1;0;0.28;0.48;claro;FALSE;0;0;505;0;3;Windows;MANUFACTURA;12;7;0
255;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;19/11/21 18:51;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Mosquera;Cundinamarca;581;1;1;3;1;0;0;0;0;0;0.56;0.64;claro;FALSE;0;0;363;0;2;Windows;SERVICIOS;59;0;0
246;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;19/11/21 9:40;COMMERCIAL_ALLY;SAS;NIT;tiene;2012;Medellín;Antioquia;638;1;0;1;1;0;47159;0;2;0;0.58;0.4;claro;FALSE;0;0;535;0;1;Windows;SERVICIOS;25;5;0
254;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;19/11/21 9:00;SOCIAL_NETWORKS;OTHER;NIT;tiene;2016;Medellín;Antioquia;674;1;0;4;1;0;110297;0;2;0;0.58;0.7;claro;FALSE;0;0;418;0;1;Windows;SERVICIOS;50;18;1
252;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;20/11/21 9:51;COMMERCIAL_ALLY;SAS;NIT;tiene;2006;Medellín;Antioquia;603;1;1;2;1;0;0;0;0;0;0.67;0.25;claro;FALSE;0;0;519;0;1;Windows;SERVICIOS;27;0;0
261;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;22/11/21 10:04;COMMERCIAL_ALLY;SAS;NIT;tiene;2014;Bogotá;Bogotá;627;1;1;1;1;0;114432;0;5;0;0.46;0.56;claro;FALSE;0;0;315;0;1;Windows;MANUFACTURA;1;24;1
238;BUSINESS;ACTIVE;ACTIVE;24000000;CURRENT_CUSTOMER;19/11/21 9:12;REFERRER;SAS;NIT;tiene;2011;Marinilla;Antioquia;642;1;0;1;1;0;32500;0;2;0;0.28;0.46;claro;FALSE;0;0;260;0;1;Windows;SERVICIOS;4;17;1
270;BUSINESS;CANCELED;CANCELED;5000000;CURRENT_CUSTOMER;24/11/21 8:47;INTERNET;SAS;NIT;tiene;2015;Bogotá;Bogotá;626;1;0;1;2;0;27489;0;1;0;0.49;0.52;claro;FALSE;0;0;337;0;1;Windows;SERVICIOS;2;212;1
285;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;26/11/21 11:56;INTERNET;SAS;NIT;tiene;2020;Medellín;Antioquia;632;1;0;1;1;0;21705;0;3;0;0.37;0.26;claro;FALSE;0;0;414;0;3;Windows;COMERCIO;5;12;0
284;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;10000000;CURRENT_CUSTOMER;26/11/21 7:56;INTERNET;SAS;NIT;tiene;2017;Bucaramanga;Santander;711;1;0;3;5;0;15017;0;5;0;0.48;0.5;claro;FALSE;0;0;649;0;1;Windows;SERVICIOS;4;80;1
296;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;30/11/21 11:46;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Bogotá;Bogotá;640;1;1;2;2;0;0;0;0;0;0.5;0.41;claro;FALSE;0;0;500;0;2;Windows;SERVICIOS;52;6;0
269;BUSINESS;ACTIVE;ACTIVE;20000000;CURRENT_CUSTOMER;24/11/21 8:02;OTHER;SAS;NIT;tiene;2016;Envigado;Antioquia;814;1;1;2;1;0;0;0;0;0;0.3;0.61;claro;FALSE;0;0;503;0;1;Windows;SERVICIOS;80;0;0
274;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;19/11/21 15:37;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2018;Bogotá;Bogotá;650;0;0;1;3;0;0;0;0;0;0.56;0.33;claro;FALSE;0;0;747;0;2;Windows;COMERCIO;76;76;1
280;BUSINESS;ACTIVE;ACTIVE;20000000;CURRENT_CUSTOMER;25/11/21 11:20;OTHER;SAS;NIT;no tiene;2013;Cali;Valle del cauca;668;1;0;1;2;0;75886;0;3;0;0.73;0.46;claro;FALSE;0;0;564;0;2;Windows;MANUFACTURA;9;0;0
272;BUSINESS;ACTIVE;ACTIVE;5000000;CURRENT_CUSTOMER;19/11/21 19:17;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2018;Medellín;Antioquia;727;1;1;8;3;0;284534;0;11;0;0.71;0.74;claro;FALSE;0;0;422;0;2;Windows;COMERCIO;3;5;0
239;BUSINESS;CANCELED;CANCELED;10000000;CURRENT_CUSTOMER;19/11/21 9:43;INTERNET;SAS;NIT;tiene;2019;Bogotá;Bogotá;688;1;1;8;5;0;762920;0;35;0;0.53;0.64;claro;FALSE;0;0;410;0;2;Windows;SERVICIOS;9;303;1
297;BUSINESS;PENDING_ACTIVATION;ACTIVE;30000000;FAMILY_AND_FRIENDS;24/11/21 16:33;GOOGLE_SEARCH;SAS;NIT;tiene;2017;Bogotá;Bogotá;566;1;1;3;3;0;0;0;0;0;0.65;0.43;claro;FALSE;0;0;481;0;2;Windows;SERVICIOS;46;0;0
299;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;1/12/21 15:40;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;658;0;0;3;1;0;0;0;0;0;0.35;0.58;claro;FALSE;0;0;719;0;2;Windows;SERVICIOS;79;47;1
289;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;29/11/21 7:55;SOCIAL_NETWORKS;OTHER;NIT;no tiene;2020;Envigado;Antioquia;537;1;1;1;1;0;0;0;0;0;0.31;0.56;claro;FALSE;0;0;307;0;1;Windows;SERVICIOS;59;13;0
291;BUSINESS;ACTIVE;ACTIVE;20000000;CURRENT_CUSTOMER;24/11/21 18:02;INTERNET;SAS;NIT;tiene;2005;Bogotá;Bogotá;663;1;1;2;3;0;454729;0;13;0;0.46;0.33;claro;FALSE;0;0;453;0;3;Windows;COMERCIO;13;61;1
300;BUSINESS;ACTIVE;ACTIVE;5000000;CURRENT_CUSTOMER;1/12/21 15:14;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Medellín;Antioquia;632;1;0;3;1;0;69671;0;2;0;0.52;0.51;claro;FALSE;0;0;550;0;1;Windows;MANUFACTURA;5;0;0
265;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;23/11/21 13:58;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2005;Bogotá;Bogotá;749;1;1;14;3;0;1753527;0;22;0;0.68;0.74;claro;FALSE;0;0;449;0;2;Windows;SERVICIOS;1;1;0
268;BUSINESS;ACTIVE;ACTIVE;30000000;CURRENT_CUSTOMER;23/11/21 14:54;SPECIALIZED_ARTICLE;SAS;NIT;tiene;2020;Bogotá;Bogotá;707;1;1;7;3;0;483845;0;6;0;0.33;0.71;claro;FALSE;0;0;474;0;2;Windows;MANUFACTURA;9;0;0
298;BUSINESS;LOST;LOST;10000000;FAMILY_AND_FRIENDS;1/12/21 15:33;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2014;Bogotá;Bogotá;616;1;1;3;2;0;0;0;0;0;0.72;0.53;claro;FALSE;0;0;744;0;1;Windows;SERVICIOS;11;0;0
283;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;25/11/21 15:58;REFERRER;SAS;NIT;tiene;2014;Medellín;Antioquia;711;1;0;1;1;0;12554;0;3;0;0.39;0.7;claro;FALSE;0;0;394;0;2;Windows;SERVICIOS;31;0;0
288;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;26/11/21 10:08;INTERNET;SAS;NIT;no tiene;2014;Medellín;Antioquia;599;1;1;2;1;0;0;0;0;0;0.51;0.45;claro;FALSE;0;0;510;0;1;Windows;SERVICIOS;19;0;0
287;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;26/11/21 15:13;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;776;1;1;2;3;0;0;0;0;0;0.54;0.65;claro;FALSE;0;0;326;0;1;Windows;SERVICIOS;29;1;0
